年度,チーム,,投　手,登板,勝利,敗北,セ｜ブ,ホ｜ル,ＨＰ,完投,完封勝,無四球,勝率,打者,投球回,,安打,本塁打,四球,故意四,死球,三振,暴投,ボ｜ク,失点,自責点,防御率
2017,北海道日本ハムファイターズ,,鍵谷　陽平,60,2,3,1,17,19,0,0,0,0.4,218,57,,33,6,17,0,0,46,0,0,23,16,2.53
2017,北海道日本ハムファイターズ,*,加藤　貴之,21,6,6,0,0,0,0,0,0,0.5,521,120,,125,13,38,0,1,99,1,0,51,47,3.53
2017,北海道日本ハムファイターズ,*,公文　克彦,41,3,0,0,3,6,0,0,0,1,154,36,0.2,39,2,8,2,2,33,2,0,11,11,2.7
2017,北海道日本ハムファイターズ,,斎藤　佑樹,6,1,3,0,0,0,0,0,0,0.25,126,28,,39,3,5,0,2,14,0,0,23,21,6.75
2017,北海道日本ハムファイターズ,,高梨　裕稔,22,7,7,0,0,1,1,1,0,0.5,504,117,0.1,110,13,40,1,3,100,6,1,51,48,3.68
2017,北海道日本ハムファイターズ,,武田　久,7,0,0,0,0,0,0,0,0,0,36,7,0.1,11,1,3,0,0,3,0,0,4,3,3.68
2017,北海道日本ハムファイターズ,,田中　豊樹,19,0,0,0,3,3,0,0,0,0,86,19,,19,2,8,0,2,23,2,0,8,7,3.32
2017,北海道日本ハムファイターズ,,谷元　圭介,36,0,2,1,21,21,0,0,0,0,141,32,0.2,26,3,16,2,1,24,0,1,15,12,3.31
2017,北海道日本ハムファイターズ,,玉井　大翔,24,1,2,0,1,2,0,0,0,0.333,99,24,0.1,17,2,7,0,3,12,0,0,8,7,2.59
2017,北海道日本ハムファイターズ,,中村　勝,2,1,0,0,0,0,0,0,0,1,48,10,,9,2,9,0,1,4,0,0,5,5,4.5
2017,北海道日本ハムファイターズ,,白村　明弘,24,1,3,1,1,2,0,0,0,0.25,137,33,0.1,24,4,14,0,1,29,3,1,17,16,4.32
2017,北海道日本ハムファイターズ,*,堀　瑞輝,4,0,1,0,0,0,0,0,0,0,31,8,,8,3,1,0,0,7,0,0,3,3,3.38
2017,北海道日本ハムファイターズ,,マーティン,40,0,2,1,29,29,0,0,0,0,137,37,0.2,21,2,6,0,1,34,0,1,5,5,1.19
2017,北海道日本ハムファイターズ,,増井　浩俊,52,6,1,27,7,13,0,0,0,0.857,215,52,0.2,47,6,11,1,0,82,5,0,15,14,2.39
2017,北海道日本ハムファイターズ,*,宮西　尚生,51,4,5,0,25,29,0,0,0,0.444,164,40,0.2,34,3,12,0,0,24,2,0,19,15,3.32
2017,北海道日本ハムファイターズ,,村田　透,15,1,2,0,0,0,0,0,0,0.333,225,52,,43,4,27,0,4,39,3,2,18,16,2.77
2017,北海道日本ハムファイターズ,,メンドーサ,20,3,7,0,0,0,0,0,0,0.3,437,99,0.2,106,9,38,1,8,56,5,0,45,44,3.97
2017,北海道日本ハムファイターズ,,吉田　侑樹,5,2,2,0,0,0,0,0,0,0.5,110,23,0.2,31,4,9,0,0,9,5,0,15,14,5.32
2017,埼玉西武ライオンズ,,ウルフ,23,9,4,0,0,0,0,0,0,0.692,532,125,0.1,132,11,36,2,1,74,7,0,69,52,3.73
2017,埼玉西武ライオンズ,,大石　達也,20,2,0,0,4,6,0,0,0,1,77,19,0.1,10,0,11,1,1,17,1,0,2,2,0.93
2017,埼玉西武ライオンズ,,岡本　洋介,14,6,3,1,0,0,0,0,0,0.667,286,64,,65,15,23,0,7,35,1,0,42,38,5.34
2017,埼玉西武ライオンズ,*,ガルセス,18,2,2,0,0,2,0,0,0,0.5,140,31,,29,5,18,0,2,21,2,0,25,22,6.39
2017,埼玉西武ライオンズ,,キャンデラリオ,1,0,1,0,0,0,0,0,0,0,19,3,,9,2,2,0,0,6,0,0,7,7,21
2017,埼玉西武ライオンズ,*,菊池　雄星,26,16,6,0,0,0,6,4,0,0.727,735,187,0.2,122,16,49,0,6,217,6,0,49,41,1.97
2017,埼玉西武ライオンズ,*,小石　博孝,10,0,0,0,0,0,0,0,0,0,56,11,0.1,17,2,6,0,1,8,1,0,11,11,8.74
2017,埼玉西武ライオンズ,*,佐野　泰雄,6,3,1,0,0,0,0,0,0,0.75,110,23,0.2,29,1,11,0,3,12,2,0,14,12,4.56
2017,埼玉西武ライオンズ,,シュリッター,64,1,5,0,32,33,0,0,0,0.167,269,63,0.2,58,1,29,1,0,23,1,1,22,20,2.83
2017,埼玉西武ライオンズ,,髙橋　光成,7,3,4,0,0,0,0,0,0,0.429,169,39,0.1,36,3,20,0,1,30,3,0,20,18,4.12
2017,埼玉西武ライオンズ,*,髙橋　朋己,3,0,1,0,0,0,0,0,0,0,13,2,0.2,3,1,2,0,0,2,0,0,2,2,6.75
2017,埼玉西武ライオンズ,*,武隈　祥太,58,5,2,0,13,18,0,0,0,0.714,234,57,0.1,47,3,16,0,3,36,1,0,21,20,3.14
2017,埼玉西武ライオンズ,,田村　伊知郎,12,0,0,0,0,0,0,0,0,0,66,14,0.1,18,6,6,0,0,9,0,0,12,11,6.91
2017,埼玉西武ライオンズ,,多和田　真三郎,16,5,5,0,0,0,2,2,1,0.5,411,96,0.2,93,11,26,0,8,74,3,0,39,37,3.44
2017,埼玉西武ライオンズ,,十亀　剣,20,8,7,0,0,0,0,0,0,0.533,500,116,0.1,125,10,35,0,3,83,0,0,50,44,3.4
2017,埼玉西武ライオンズ,,中塚　駿太,1,0,0,0,0,0,0,0,0,0,5,0,0.2,0,0,3,0,0,0,0,0,2,2,27
2017,埼玉西武ライオンズ,,野上　亮磨,24,11,10,0,0,0,2,1,0,0.524,577,144,,128,10,24,1,5,113,2,0,62,58,3.63
2017,埼玉西武ライオンズ,*,野田　昇吾,38,1,0,0,1,2,0,0,0,1,143,36,0.1,21,1,15,0,1,26,2,2,8,8,1.98
2017,埼玉西武ライオンズ,,平井　克典,42,2,0,0,4,6,0,0,0,1,184,45,,43,4,10,0,3,42,3,1,15,12,2.4
2017,埼玉西武ライオンズ,,ファイフ,5,1,1,0,0,0,0,0,0,0.5,108,21,,32,2,13,0,2,11,0,0,17,16,6.86
2017,埼玉西武ライオンズ,,福倉　健太郎,10,0,0,0,0,0,0,0,0,0,81,18,,20,5,8,0,0,12,0,0,12,12,6
2017,埼玉西武ライオンズ,,藤原　良平,8,0,0,0,0,0,0,0,0,0,53,11,0.2,10,1,7,0,2,5,0,0,3,2,1.54
2017,埼玉西武ライオンズ,,本田　圭佑,5,0,0,0,0,0,0,0,0,0,36,7,0.2,7,0,6,0,0,5,0,0,4,4,4.7
2017,埼玉西武ライオンズ,,牧田　和久,58,3,3,0,28,31,0,0,0,0.5,248,62,0.2,59,4,5,0,3,35,0,0,18,16,2.3
2017,埼玉西武ライオンズ,,誠,5,0,1,0,0,0,0,0,0,0,33,6,,9,3,5,0,1,8,3,0,13,13,19.5
2017,埼玉西武ライオンズ,,増田　達至,57,1,5,28,4,5,0,0,0,0.167,220,56,0.1,41,7,13,2,0,58,0,0,17,15,2.4
2017,埼玉西武ライオンズ,,南川　忠亮,5,0,0,0,0,0,0,0,0,0,23,4,0.2,6,1,4,0,0,5,0,0,4,4,7.71
2017,オリックスバファローズ,,青山　大紀,1,0,0,0,0,0,0,0,0,0,19,4,,4,1,5,0,0,2,0,0,3,3,6.75
2017,オリックスバファローズ,,赤間　謙,7,1,0,0,0,1,0,0,0,1,50,11,0.1,18,2,1,0,0,4,1,0,9,9,7.15
2017,オリックスバファローズ,,ウエスト,2,0,0,0,0,0,0,0,0,0,10,2,,1,0,3,0,0,0,0,0,1,1,4.5
2017,オリックスバファローズ,*,大山　暁史,32,1,0,0,6,7,0,0,0,1,110,26,,21,0,11,0,1,30,0,0,12,10,3.46
2017,オリックスバファローズ,*,海田　智行,12,0,1,0,3,3,0,0,0,0,46,10,0.2,8,1,7,1,0,5,0,0,7,7,5.91
2017,オリックスバファローズ,,金子　千尋,27,12,8,0,0,0,6,1,2,0.6,754,184,0.1,160,21,56,0,2,141,1,0,80,71,3.47
2017,オリックスバファローズ,,金田　和之,34,4,1,0,2,6,0,0,0,0.8,170,39,,42,3,10,0,1,34,1,0,19,18,4.15
2017,オリックスバファローズ,,岸田　護,4,0,0,0,0,0,0,0,0,0,27,6,,5,1,3,0,1,4,0,0,2,2,3
2017,オリックスバファローズ,,黒木　優太,55,6,3,2,25,31,0,0,0,0.667,226,53,0.1,39,2,26,0,2,62,3,0,26,25,4.22
2017,オリックスバファローズ,*,コーク,6,2,3,0,0,1,0,0,0,0.4,106,23,0.2,30,2,10,0,1,16,0,1,13,12,4.56
2017,オリックスバファローズ,,小林　慶祐,35,2,1,0,1,3,0,0,0,0.667,174,40,0.2,36,4,15,0,2,46,2,0,22,18,3.98
2017,オリックスバファローズ,,近藤　大亮,55,1,1,1,25,26,0,0,0,0.5,228,55,0.2,42,6,18,0,2,71,1,0,21,19,3.07
2017,オリックスバファローズ,,佐藤　達也,12,0,1,0,2,2,0,0,0,0,56,12,0.1,15,2,5,0,0,12,1,0,11,10,7.3
2017,オリックスバファローズ,,澤田　圭佑,13,0,2,0,0,0,0,0,0,0,58,13,,13,2,6,0,1,5,0,0,6,6,4.15
2017,オリックスバファローズ,,塚原　頌平,4,0,0,0,0,0,0,0,0,0,20,4,0.2,4,0,2,0,0,4,1,0,3,3,5.79
2017,オリックスバファローズ,,ディクソン,25,8,9,0,0,0,0,0,0,0.471,581,136,,144,7,42,3,3,86,7,1,63,49,3.24
2017,オリックスバファローズ,,東明　大貴,3,0,0,0,0,0,0,0,0,0,57,13,,13,2,5,0,0,5,0,0,6,6,4.15
2017,オリックスバファローズ,,西　勇輝,17,5,6,0,0,0,3,1,0,0.455,483,117,0.2,108,14,29,0,7,88,0,0,46,45,3.44
2017,オリックスバファローズ,,比嘉　幹貴,8,0,1,0,1,1,0,0,0,0,31,8,0.1,6,2,0,0,0,12,0,0,3,3,3.24
2017,オリックスバファローズ,,平野　佳寿,58,3,7,29,8,11,0,0,0,0.3,240,57,0.1,57,5,16,0,1,47,2,0,19,17,2.67
2017,オリックスバファローズ,,ヘルメン,44,2,1,3,13,15,0,0,0,0.667,210,47,,44,4,24,3,2,51,1,0,16,14,2.68
2017,オリックスバファローズ,*,松葉　貴大,23,3,12,0,0,0,0,0,0,0.2,552,133,0.1,133,16,32,0,2,72,6,1,70,66,4.46
2017,オリックスバファローズ,,山岡　泰輔,24,8,11,0,0,0,2,1,1,0.421,618,149,0.1,136,8,54,0,2,133,7,0,62,62,3.74
2017,オリックスバファローズ,*,山﨑　福也,15,2,5,0,0,1,1,1,0,0.286,205,45,,52,8,20,0,0,21,2,1,29,22,4.4
2017,オリックスバファローズ,*,山田　修義,4,0,3,0,0,0,0,0,0,0,71,12,0.1,21,2,10,0,2,13,1,0,16,12,8.76
2017,オリックスバファローズ,,山本　由伸,5,1,1,0,0,0,0,0,0,0.5,109,23,0.2,32,3,7,0,1,20,0,0,14,14,5.32
2017,オリックスバファローズ,,吉田　一将,29,2,1,0,6,7,1,1,0,0.667,166,43,,25,6,14,1,0,31,1,0,13,13,2.72
2017,オリックスバファローズ,,吉田　凌,1,0,1,0,0,0,0,0,0,0,16,2,0.2,5,0,2,0,0,0,0,0,6,6,20.25
2018,読売ジャイアンツ,,アダメス,28,0,2,4,3,3,0,0,0,0,141,32,,30,2,20,2,1,19,2,0,14,14,3.94
2018,読売ジャイアンツ,*,池田　駿,27,1,1,0,1,2,0,0,0,0.5,112,24,0.1,31,1,9,1,2,11,1,0,15,11,4.07
2018,読売ジャイアンツ,*,今村　信貴,13,6,2,0,0,0,1,1,1,0.75,328,77,,80,8,26,0,3,51,2,0,34,33,3.86
2018,読売ジャイアンツ,,上原　浩治,36,0,5,0,14,14,0,0,0,0,139,34,0.2,32,5,5,0,2,24,0,0,14,14,3.63
2018,読売ジャイアンツ,*,内海　哲也,15,5,5,0,0,0,1,1,0,0.5,358,82,,95,11,19,2,3,56,3,0,38,38,4.17
2018,読売ジャイアンツ,,大竹　寛,2,1,1,0,0,0,0,0,0,0.5,42,9,,13,2,2,0,0,5,0,0,6,6,6
2018,読売ジャイアンツ,,カミネロ,20,1,1,11,2,3,0,0,0,0.5,90,18,0.2,27,1,6,1,1,19,2,0,13,12,5.79
2018,読売ジャイアンツ,,鍬原　拓也,6,1,2,0,0,0,0,0,0,0.333,123,27,0.2,23,6,17,1,3,35,2,0,22,21,6.83
2018,読売ジャイアンツ,,澤村　拓一,49,1,6,0,24,25,0,0,0,0.143,238,52,0.1,55,4,27,3,3,54,3,0,29,27,4.64
2018,読売ジャイアンツ,,篠原　慎平,7,0,0,0,0,0,0,0,0,0,47,10,,17,2,2,0,0,2,1,0,7,7,6.3
2018,読売ジャイアンツ,,菅野　智之,28,15,8,0,0,0,10,8,4,0.652,801,202,,166,14,37,1,3,200,3,0,52,48,2.14
2018,読売ジャイアンツ,*,高木　京介,3,0,0,0,0,0,0,0,0,0,28,5,,8,0,4,0,0,1,0,0,7,7,12.6
2018,読売ジャイアンツ,,髙田　萌生,1,0,1,0,0,0,0,0,0,0,15,2,,6,0,3,0,1,0,0,0,6,6,27
2018,読売ジャイアンツ,*,田口　麗斗,16,2,8,0,0,0,1,0,0,0.2,396,86,0.1,113,13,27,2,6,60,1,0,52,46,4.8
2018,読売ジャイアンツ,,谷岡　竜平,25,2,1,0,2,4,0,0,0,0.667,117,25,,26,1,16,2,0,25,4,0,17,16,5.76
2018,読売ジャイアンツ,,田原　誠次,29,2,0,0,1,3,0,0,0,1,125,31,0.2,27,4,8,1,0,19,0,0,9,9,2.56
2018,読売ジャイアンツ,*,中川　皓太,30,1,0,1,3,4,0,0,0,1,165,37,0.2,47,7,8,0,1,31,2,0,24,21,5.02
2018,読売ジャイアンツ,,野上　亮磨,25,4,4,0,1,1,0,0,0,0.5,300,71,0.1,74,15,21,2,2,54,3,0,38,38,4.79
2018,読売ジャイアンツ,,畠　世周,9,2,0,0,3,5,0,0,0,1,41,9,0.2,10,0,2,0,0,10,1,0,3,3,2.79
2018,読売ジャイアンツ,,マシソン,34,0,3,8,14,14,0,0,0,0,133,33,0.1,21,3,13,1,1,41,0,0,12,11,2.97
2018,読売ジャイアンツ,,宮國　椋丞,29,0,0,0,4,4,0,0,0,0,133,32,,27,4,10,0,3,25,0,0,8,7,1.97
2018,読売ジャイアンツ,*,メルセデス,13,5,4,0,0,0,2,1,0,0.556,357,92,,69,4,16,0,3,53,1,0,28,21,2.05
2018,読売ジャイアンツ,*,森福　允彦,2,0,0,0,0,0,0,0,0,0,10,2,,4,1,0,0,0,0,0,0,3,3,13.5
2018,読売ジャイアンツ,,ヤングマン,4,3,1,0,0,0,0,0,0,0.75,107,26,,25,2,9,1,0,25,0,0,9,8,2.77
2018,読売ジャイアンツ,,山口　俊,30,9,9,1,1,2,6,2,0,0.5,644,154,,127,18,60,1,9,144,4,0,66,63,3.68
2018,読売ジャイアンツ,*,吉川　光夫,22,6,7,0,0,0,0,0,0,0.462,431,101,0.1,93,16,39,0,4,76,3,0,49,48,4.26
2018,阪神タイガース,,青柳　晃洋,4,1,1,0,0,0,0,0,0,0.5,93,21,0.2,23,1,6,0,0,22,1,0,8,8,3.32
2018,阪神タイガース,,秋山　拓巳,17,5,10,0,0,0,2,1,1,0.333,437,105,,111,8,18,0,4,89,2,0,46,45,3.86
2018,阪神タイガース,*,飯田　優也,1,0,0,0,0,0,0,0,0,0,16,3,,5,1,2,0,0,3,0,0,4,4,12
2018,阪神タイガース,,石崎　剛,12,0,0,0,1,1,0,0,0,0,65,15,,10,2,10,0,1,23,0,0,7,7,4.2
2018,阪神タイガース,,伊藤　和雄,14,0,1,0,0,0,0,0,0,0,92,21,0.1,15,1,10,1,1,25,2,0,14,13,5.48
2018,阪神タイガース,*,岩崎　優,61,1,3,0,10,11,0,0,0,0.25,275,62,,66,8,25,2,4,70,5,0,37,34,4.94
2018,阪神タイガース,*,岩貞　祐太,23,7,10,0,0,0,1,0,0,0.412,554,132,,128,18,32,0,1,122,1,0,56,51,3.48
2018,阪神タイガース,*,岩田　稔,6,0,4,0,0,0,0,0,0,0,129,30,0.2,25,4,9,2,3,29,2,0,13,11,3.23
2018,阪神タイガース,,岡本　洋介,34,1,0,0,2,3,0,0,0,1,192,44,0.2,46,3,11,2,5,30,0,0,19,19,3.83
2018,阪神タイガース,,尾仲　祐哉,12,0,1,0,0,0,0,0,0,0,51,11,0.2,13,1,4,0,0,14,1,0,6,5,3.86
2018,阪神タイガース,,小野　泰己,23,7,7,0,0,0,0,0,0,0.5,573,126,0.1,133,10,81,2,3,96,10,0,71,67,4.77
2018,阪神タイガース,,桑原　謙太朗,62,5,3,0,32,37,0,0,0,0.625,239,57,,52,6,12,2,4,65,1,0,19,17,2.68
2018,阪神タイガース,,才木　浩人,22,6,10,0,1,2,0,0,0,0.375,368,82,,81,12,38,0,5,85,5,0,46,42,4.61
2018,阪神タイガース,*,島本　浩也,1,0,0,0,0,0,0,0,0,0,8,2,,2,0,2,0,0,2,2,0,2,2,9
2018,阪神タイガース,*,髙橋　聡文,15,0,0,0,2,2,0,0,0,0,66,13,0.2,19,1,5,1,0,8,2,0,6,6,3.95
2018,阪神タイガース,*,髙橋　遥人,6,2,3,0,0,0,0,0,0,0.4,150,34,0.2,34,4,14,1,0,27,1,0,18,14,3.63
2018,阪神タイガース,,竹安　大知,2,0,0,0,0,0,0,0,0,0,27,8,,5,0,1,0,0,2,0,0,2,2,2.25
2018,阪神タイガース,,谷川　昌希,7,1,1,0,0,1,0,0,0,0.5,62,12,0.2,17,2,7,2,2,11,0,0,12,11,7.82
2018,阪神タイガース,,ドリス,55,1,7,32,4,5,0,0,0,0.125,229,53,0.2,50,4,17,1,2,56,3,0,22,17,2.85
2018,阪神タイガース,*,能見　篤史,45,4,3,1,16,20,0,0,0,0.571,229,56,0.1,40,5,19,0,3,48,6,0,23,16,2.56
2018,阪神タイガース,,馬場　皐輔,2,0,1,0,0,0,0,0,0,0,41,8,0.2,12,2,4,0,1,7,0,0,5,5,5.19
2018,阪神タイガース,,福永　春吾,2,0,0,0,0,0,0,0,0,0,13,2,,6,1,2,0,0,0,0,0,5,5,22.5
2018,阪神タイガース,,藤川　球児,53,5,3,2,21,26,0,0,0,0.625,229,54,0.1,29,3,37,4,1,67,2,0,20,14,2.32
2018,阪神タイガース,,藤浪　晋太郎,13,5,3,0,0,0,1,1,0,0.625,326,71,,70,5,47,0,4,70,5,0,45,42,5.32
2018,阪神タイガース,,マテオ,17,0,1,0,4,4,0,0,0,0,73,14,0.2,19,2,11,1,1,13,1,0,11,11,6.75
2018,阪神タイガース,,メッセンジャー,28,11,7,0,0,0,0,0,0,0.611,728,173,0.2,160,13,58,2,4,149,0,0,74,70,3.63
2018,阪神タイガース,,モレノ,8,0,0,0,3,3,0,0,0,0,28,6,0.2,8,0,3,1,0,6,0,0,2,2,2.7
2018,阪神タイガース,,望月　惇志,37,0,0,0,0,0,0,0,0,0,190,44,,46,7,17,0,2,40,2,0,24,21,4.3
2018,阪神タイガース,,守屋　功輝,4,0,0,0,0,0,0,0,0,0,26,4,0.2,9,1,3,0,0,2,0,0,6,6,11.57
2018,阪神タイガース,*,山本　翔也,1,0,0,0,0,0,0,0,0,0,17,3,,4,2,4,0,0,1,0,0,5,5,15
2018,広島東洋カープ,,アドゥワ　誠,53,6,2,0,5,11,0,0,0,0.75,293,67,0.1,62,4,36,1,2,30,2,0,29,28,3.74
2018,広島東洋カープ,*,飯田　哲矢,14,0,0,0,0,0,0,0,0,0,62,13,,17,3,6,1,0,16,1,0,9,9,6.23
2018,広島東洋カープ,,一岡　竜司,59,5,6,2,18,23,0,0,0,0.455,238,56,0.1,46,7,22,2,0,61,1,0,20,18,2.88
2018,広島東洋カープ,,今村　猛,43,3,2,1,13,16,0,0,0,0.6,173,38,0.1,37,5,21,1,1,35,0,0,26,22,5.17
2018,広島東洋カープ,,大瀬良　大地,27,15,7,0,0,0,2,0,1,0.682,727,182,,143,22,41,2,4,159,4,0,65,53,2.62
2018,広島東洋カープ,,岡田　明丈,26,8,7,0,1,1,0,0,0,0.533,603,138,,137,13,62,1,4,114,4,1,84,78,5.09
2018,広島東洋カープ,,カンポス,1,0,0,0,0,0,0,0,0,0,4,1,,1,0,1,0,0,0,0,0,0,0,0
2018,広島東洋カープ,,九里　亜蓮,24,8,4,0,0,0,1,0,1,0.667,524,120,0.1,129,13,41,1,4,86,2,0,60,57,4.26
2018,広島東洋カープ,*,佐藤　祥万,7,0,0,0,0,0,0,0,0,0,36,7,0.1,8,0,4,0,1,6,0,0,8,7,8.59
2018,広島東洋カープ,,ジャクソン,48,3,2,1,25,28,0,0,0,0.6,201,45,0.2,42,6,26,1,1,48,0,0,16,14,2.76
2018,広島東洋カープ,*,ジョンソン,24,11,5,0,0,0,0,0,0,0.688,609,144,0.2,137,9,48,4,5,113,3,0,55,50,3.11
2018,広島東洋カープ,*,高橋　昂也,6,1,2,0,0,0,0,0,0,0.333,110,21,,30,5,16,0,0,17,0,0,23,22,9.43
2018,広島東洋カープ,*,高橋　樹也,9,0,0,1,1,1,0,0,0,0,102,21,0.1,31,4,7,1,1,17,0,0,16,14,5.91
2018,広島東洋カープ,*,戸田　隆矢,7,0,0,0,0,0,0,0,0,0,82,17,0.1,22,3,9,0,0,13,0,0,11,10,5.19
2018,広島東洋カープ,,長井　良太,4,0,0,0,0,0,0,0,0,0,19,3,0.1,4,1,5,0,0,0,1,0,5,5,13.5
2018,広島東洋カープ,,永川　勝浩,22,2,0,0,5,7,0,0,0,1,81,18,0.2,19,2,5,0,1,13,0,0,11,10,4.82
2018,広島東洋カープ,,中﨑　翔太,68,4,2,32,6,10,0,0,0,0.667,293,66,0.1,66,7,29,3,1,56,0,0,23,20,2.71
2018,広島東洋カープ,,中田　廉,15,0,1,0,3,3,0,0,0,0,67,12,0.1,22,2,8,3,0,12,2,0,19,18,13.14
2018,広島東洋カープ,*,中村　恭平,8,0,1,0,0,0,0,0,0,0,75,14,0.1,20,0,14,1,0,11,0,0,12,12,7.53
2018,広島東洋カープ,,中村　祐太,9,3,4,0,0,0,0,0,0,0.429,205,44,0.2,50,8,21,1,5,31,1,0,33,30,6.04
2018,広島東洋カープ,,野村　祐輔,20,7,6,0,0,0,0,0,0,0.538,514,119,0.1,136,10,30,0,2,60,1,0,62,56,4.22
2018,広島東洋カープ,*,フランスア,47,3,4,1,19,22,0,0,0,0.429,267,65,,38,3,34,1,2,81,0,2,16,12,1.66
2018,広島東洋カープ,,福井　優也,3,0,3,0,0,0,0,0,0,0,67,15,,18,5,5,0,0,13,1,0,14,14,8.4
2018,広島東洋カープ,,藤井　皓哉,8,1,0,0,0,1,0,0,0,1,73,14,0.2,20,2,7,1,1,21,0,0,11,10,6.14
2018,広島東洋カープ,,ヘルウェグ,7,0,0,0,2,2,0,0,0,0,33,8,,4,0,5,0,1,10,0,0,1,1,1.13
2018,広島東洋カープ,,薮田　和樹,9,2,1,0,0,1,0,0,0,0.667,134,26,0.2,28,4,32,0,1,18,3,0,22,17,5.74
2018,中日ドラゴンズ,,浅尾　拓也,10,0,0,0,0,0,0,0,0,0,40,9,0.1,7,1,8,0,0,7,1,0,5,5,4.82
2018,中日ドラゴンズ,,石川　翔,1,0,0,0,1,1,0,0,0,0,3,1,,0,0,0,0,0,0,0,0,0,0,0
2018,中日ドラゴンズ,,伊藤　準規,11,2,0,0,1,3,0,0,0,1,65,13,0.2,13,2,11,0,2,6,3,0,6,6,3.95
2018,中日ドラゴンズ,*,岩瀬　仁紀,48,2,0,3,10,12,0,0,0,1,143,35,,28,3,7,0,5,28,1,0,18,18,4.63
2018,中日ドラゴンズ,*,大野　雄大,6,0,3,0,0,0,0,0,0,0,130,27,0.1,32,7,19,0,0,21,1,0,27,26,8.56
2018,中日ドラゴンズ,*,小笠原　慎之介,17,5,6,0,0,0,1,1,0,0.455,466,107,0.1,108,15,47,0,3,73,2,0,53,49,4.11
2018,中日ドラゴンズ,*,岡田　俊哉,27,1,0,0,6,7,0,0,0,1,99,21,0.1,24,2,13,0,0,19,1,0,13,12,5.06
2018,中日ドラゴンズ,,小熊　凌祐,8,3,4,0,0,0,0,0,0,0.429,190,43,0.1,51,7,10,0,0,37,1,0,35,30,6.23
2018,中日ドラゴンズ,*,ガルシア,27,13,9,0,0,0,2,2,0,0.591,711,168,0.2,144,13,73,0,6,132,2,1,60,56,2.99
2018,中日ドラゴンズ,*,笠原　祥太郎,20,6,4,0,0,0,1,1,0,0.6,479,108,0.2,100,12,49,1,6,88,2,0,52,50,4.14
2018,中日ドラゴンズ,,木下　雄介,14,0,0,0,1,1,0,0,0,0,73,16,0.2,17,2,9,0,0,18,1,0,10,10,5.4
2018,中日ドラゴンズ,,佐藤　優,42,1,2,5,10,11,0,0,0,0.333,184,43,0.1,27,2,23,0,3,51,2,0,15,10,2.08
2018,中日ドラゴンズ,,ジー,4,0,3,0,0,0,2,0,0,0,111,27,,26,5,7,0,2,16,0,0,14,12,4
2018,中日ドラゴンズ,,清水　達也,2,0,0,0,0,0,0,0,0,0,10,2,,3,0,2,0,0,2,0,0,2,2,9
2018,中日ドラゴンズ,,鈴木　翔太,2,0,0,0,0,0,0,0,0,0,44,8,0.2,11,1,6,0,2,3,1,0,5,5,5.19
2018,中日ドラゴンズ,,鈴木　博志,53,4,6,4,12,16,0,0,0,0.4,219,49,,46,7,27,1,1,42,1,0,28,24,4.41
2018,中日ドラゴンズ,,祖父江　大輔,51,2,2,0,17,19,0,0,0,0.5,208,48,0.2,45,5,19,0,0,36,0,0,19,17,3.14
2018,中日ドラゴンズ,,田島　慎二,30,0,4,15,1,1,0,0,0,0,134,28,0.2,30,4,18,3,2,13,3,0,23,23,7.22
2018,中日ドラゴンズ,,谷元　圭介,8,2,0,0,1,3,0,0,0,1,56,9,0.2,22,2,3,0,0,8,1,0,20,16,14.9
2018,中日ドラゴンズ,*,福　敬登,1,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,1,0,0,0,0,0,0,0,0
2018,中日ドラゴンズ,,福谷　浩司,29,0,1,0,4,4,0,0,0,0,114,27,,31,5,7,0,0,28,0,0,16,15,5
2018,中日ドラゴンズ,,藤嶋　健人,19,3,1,0,0,0,0,0,0,0.75,307,71,0.1,71,8,27,0,0,40,1,0,29,29,3.66
2018,中日ドラゴンズ,,Ｒ．マルティネス,7,1,3,0,0,0,0,0,0,0.25,99,21,0.2,28,4,8,0,1,14,0,0,16,16,6.65
2018,中日ドラゴンズ,,又吉　克樹,40,2,5,0,9,11,0,0,0,0.286,187,41,0.1,54,6,17,0,1,28,1,0,30,30,6.53
2018,中日ドラゴンズ,,松坂　大輔,11,6,4,0,0,0,0,0,0,0.6,253,55,0.1,50,5,32,0,5,51,1,0,25,23,3.74
2018,中日ドラゴンズ,,三ツ間　卓也,4,0,0,0,0,0,0,0,0,0,31,5,0.2,8,1,4,0,3,5,1,0,8,7,11.12
2018,中日ドラゴンズ,,柳　裕也,10,2,5,0,0,0,1,1,0,0.286,237,53,0.1,59,2,18,0,2,42,0,0,34,31,5.23
2018,中日ドラゴンズ,,山井　大介,10,3,6,0,0,0,1,1,0,0.333,259,62,0.1,55,12,21,0,1,43,2,0,28,28,4.04
2018,中日ドラゴンズ,,山本　拓実,1,0,0,0,0,0,0,0,0,0,8,2,,1,0,2,0,0,3,0,0,0,0,0
2018,中日ドラゴンズ,,吉見　一起,20,5,7,0,0,0,1,1,1,0.417,516,125,0.2,136,15,24,0,4,61,1,1,54,54,3.87
2018,中日ドラゴンズ,*,ロドリゲス,26,0,3,1,9,9,0,0,0,0,116,27,0.1,22,1,14,1,1,26,1,0,9,7,2.3
2018,横浜DeNAベイスターズ,*,東　克樹,24,11,5,0,0,0,1,1,0,0.688,626,154,,130,13,42,2,2,155,1,0,45,42,2.45
