年度,チーム,選手名,選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
2011,福岡ソフトバンクホークス,,森本　学,15,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.2
2011,福岡ソフトバンクホークス,,柳川　洋平,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,福岡ソフトバンクホークス,*,柳田　悠岐,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2011,福岡ソフトバンクホークス,,山崎　勝己,86,168,148,6,28,7,0,0,35,13,0,0,14,1,5,0,0,45,4,0.189,0.236,0.214
2011,福岡ソフトバンクホークス,*,山田　大樹,17,5,4,1,1,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0.25,0.25,0.4
2011,福岡ソフトバンクホークス,,吉川　輝昭,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,福岡ソフトバンクホークス,*,レルー,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,福岡ソフトバンクホークス,*,和田　毅,26,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2011,埼玉西武ライオンズ,*,秋山　翔吾,110,313,284,35,66,9,6,1,90,21,8,5,8,0,15,0,6,63,1,0.232,0.317,0.285
2011,埼玉西武ライオンズ,,浅村　栄斗,137,498,437,48,117,17,3,9,167,45,7,2,18,3,37,1,3,52,8,0.268,0.382,0.327
2011,埼玉西武ライオンズ,,阿部　真宏,24,30,24,1,4,0,0,0,4,1,0,0,2,0,4,0,0,5,1,0.167,0.167,0.286
2011,埼玉西武ライオンズ,*,石井　一久,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,*,石井　義人,12,20,19,0,2,0,0,0,2,1,0,0,0,0,1,0,0,6,0,0.105,0.105,0.15
2011,埼玉西武ライオンズ,,岩崎　哲也,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,*,上本　達之,44,77,69,4,10,1,0,1,14,7,1,0,3,0,4,0,1,24,0,0.145,0.203,0.203
2011,埼玉西武ライオンズ,*,江草　仁貴,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,*,大崎　雄太朗,36,86,72,7,22,4,0,0,26,5,3,0,6,0,7,0,1,8,2,0.306,0.361,0.375
2011,埼玉西武ライオンズ,*,大島　裕行,26,70,62,0,12,1,0,0,13,3,0,0,2,0,6,0,0,11,1,0.194,0.21,0.265
2011,埼玉西武ライオンズ,,岡本　篤志,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,長田　秀一郎,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,*,鬼崎　裕司,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2011,埼玉西武ライオンズ,,片岡　易之,86,364,326,43,75,8,2,1,90,18,22,10,8,0,26,1,4,51,3,0.23,0.276,0.295
2011,埼玉西武ライオンズ,*,菊池　雄星,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,岸　孝之,21,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2011,埼玉西武ライオンズ,,木村　文紀,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,銀仁朗,122,365,317,20,69,7,1,2,84,22,4,1,33,3,11,0,1,79,6,0.218,0.265,0.244
2011,埼玉西武ライオンズ,*,グラマン,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,熊代　聖人,81,77,64,6,16,1,0,0,17,8,2,0,4,2,6,0,1,20,0,0.25,0.266,0.315
2011,埼玉西武ライオンズ,*,栗山　巧,144,653,557,87,171,30,2,3,214,60,6,2,9,6,73,0,8,90,17,0.307,0.384,0.391
2011,埼玉西武ライオンズ,,後藤　武敏,24,37,33,0,5,2,0,0,7,1,0,0,0,0,4,0,0,13,0,0.152,0.212,0.243
2011,埼玉西武ライオンズ,*,斉藤　彰吾,36,9,8,10,2,0,0,0,2,1,6,2,0,0,1,0,0,2,0,0.25,0.25,0.333
2011,埼玉西武ライオンズ,*,坂田　遼,71,214,202,20,47,10,1,2,65,11,0,0,0,2,8,0,2,42,3,0.233,0.322,0.266
2011,埼玉西武ライオンズ,,坂元　弥太郎,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,佐藤　友亮,42,57,50,4,6,1,0,1,10,1,0,0,4,0,2,0,1,10,1,0.12,0.2,0.17
2011,埼玉西武ライオンズ,,シコースキー,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,高山　久,19,49,46,2,9,2,0,0,11,2,0,0,0,0,2,0,1,17,0,0.196,0.239,0.245
2011,埼玉西武ライオンズ,*,武隈　祥太,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,岳野　竜也,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2011,埼玉西武ライオンズ,,中島　裕之,144,633,566,82,168,27,1,16,245,100,21,2,0,11,44,0,12,93,11,0.297,0.433,0.354
2011,埼玉西武ライオンズ,,中村　剛也,144,622,525,97,141,30,0,48,315,116,4,1,0,6,79,2,12,134,15,0.269,0.6,0.373
2011,埼玉西武ライオンズ,,西口　文也,23,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
2011,埼玉西武ライオンズ,,野上　亮磨,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,林崎　遼,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,*,原　拓也,104,348,270,40,65,11,1,0,78,12,0,0,51,2,22,0,3,43,5,0.241,0.289,0.303
2011,埼玉西武ライオンズ,,平尾　博嗣,56,86,76,3,16,4,0,1,23,19,0,0,0,2,7,2,1,19,0,0.211,0.303,0.279
2011,埼玉西武ライオンズ,,平野　将光,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,フェルナンデス,142,577,529,49,137,21,0,17,209,81,3,3,0,7,39,4,2,84,19,0.259,0.395,0.308
2011,埼玉西武ライオンズ,*,ブラウン,21,65,58,3,9,2,0,0,11,5,0,0,0,0,5,0,2,16,0,0.155,0.19,0.246
2011,埼玉西武ライオンズ,,藤田　太陽,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,藤原　良平,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,*,帆足　和幸,26,5,3,0,1,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0.333,0.333,0.333
2011,埼玉西武ライオンズ,,星　孝典,40,73,66,6,16,2,1,0,20,2,1,0,3,0,2,0,2,14,3,0.242,0.303,0.286
2011,埼玉西武ライオンズ,*,星　秀和,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2011,埼玉西武ライオンズ,*,星野　智樹,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,マルハーン,22,63,57,2,16,1,0,1,20,8,0,0,0,1,3,0,2,21,1,0.281,0.351,0.333
2011,埼玉西武ライオンズ,,牧田　和久,55,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0
2011,埼玉西武ライオンズ,*,松永　浩典,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,ミンチェ,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,米野　智人,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,埼玉西武ライオンズ,,涌井　秀章,26,6,5,1,2,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0.4,0.4,0.4
2011,千葉ロッテマリーンズ,,青野　毅,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333
2011,千葉ロッテマリーンズ,,阿部　和成,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,井口　資仁,140,597,509,52,135,23,3,9,191,73,1,1,0,7,72,4,9,96,11,0.265,0.375,0.362
2011,千葉ロッテマリーンズ,,伊志嶺　翔大,126,492,422,52,110,16,6,2,144,21,32,6,27,0,30,0,13,77,3,0.261,0.341,0.329
2011,千葉ロッテマリーンズ,,伊藤　義弘,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,千葉ロッテマリーンズ,,今江　敏晃,134,543,499,53,134,30,1,8,190,51,2,1,10,6,20,0,8,48,13,0.269,0.381,0.304
2011,千葉ロッテマリーンズ,,今岡　誠,13,26,23,2,3,1,0,0,4,1,0,0,1,0,2,0,0,3,0,0.13,0.174,0.2
2011,千葉ロッテマリーンズ,,上野　大樹,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,内　竜也,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,大谷　智久,34,6,4,0,1,1,0,0,2,0,0,0,1,0,1,0,0,2,0,0.25,0.5,0.4
2011,千葉ロッテマリーンズ,*,大松　尚逸,64,200,183,10,39,6,0,2,51,16,0,0,0,2,13,0,2,44,5,0.213,0.279,0.27
2011,千葉ロッテマリーンズ,*,大嶺　祐太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,*,岡田　幸文,144,635,577,68,154,7,4,0,169,35,41,11,20,1,28,0,9,66,5,0.267,0.293,0.311
2011,千葉ロッテマリーンズ,,荻野　貴司,23,103,91,14,24,4,0,0,28,10,14,1,3,1,7,0,1,6,1,0.264,0.308,0.32
2011,千葉ロッテマリーンズ,,小野　晋吾,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,カスティーヨ,86,356,331,31,89,13,1,5,119,34,0,0,0,2,18,1,5,45,10,0.269,0.36,0.315
2011,千葉ロッテマリーンズ,,カルロス・ロサ,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,*,角中　勝也,51,171,154,9,41,5,1,0,48,10,2,0,1,3,9,0,4,30,2,0.266,0.312,0.318
2011,千葉ロッテマリーンズ,*,金澤　岳,21,29,28,0,2,0,0,0,2,2,0,0,0,1,0,0,0,11,0,0.071,0.071,0.069
2011,千葉ロッテマリーンズ,,唐川　侑己,24,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2011,千葉ロッテマリーンズ,,川越　英隆,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,金　泰均,31,119,104,7,26,5,0,1,34,14,0,0,0,1,12,0,2,23,4,0.25,0.327,0.336
2011,千葉ロッテマリーンズ,*,木村　雄太,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,清田　育宏,78,262,238,16,58,21,0,3,88,25,2,1,3,3,15,0,3,63,2,0.244,0.37,0.293
2011,千葉ロッテマリーンズ,*,工藤　隆人,53,112,100,7,20,3,1,0,25,5,3,1,5,0,4,0,3,21,0,0.2,0.25,0.252
2011,千葉ロッテマリーンズ,*,神戸　拓光,22,45,40,3,8,2,0,0,10,2,0,0,1,0,4,0,0,11,0,0.2,0.25,0.273
2011,千葉ロッテマリーンズ,,小林　敦,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,サブロー,19,78,70,5,19,4,0,2,29,9,0,0,0,0,6,0,2,13,3,0.271,0.414,0.346
2011,千葉ロッテマリーンズ,,里崎　智也,109,397,338,28,75,8,1,5,100,25,0,1,12,4,40,0,3,91,7,0.222,0.296,0.306
2011,千葉ロッテマリーンズ,,高口　隆行,38,24,22,2,1,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0.045,0.045,0.087
2011,千葉ロッテマリーンズ,*,高濱　卓也,19,56,48,4,10,1,0,0,11,0,0,0,7,0,1,0,0,21,0,0.208,0.229,0.224
2011,千葉ロッテマリーンズ,,竹原　直隆,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25
2011,千葉ロッテマリーンズ,,田中　雅彦,30,72,67,5,14,4,0,0,18,2,0,0,2,0,3,0,0,16,1,0.209,0.269,0.243
2011,千葉ロッテマリーンズ,,中郷　大樹,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,*,成瀬　善久,26,9,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0.125,0.125,0.125
2011,千葉ロッテマリーンズ,*,根元　俊一,68,167,149,11,34,3,0,2,43,11,0,1,5,0,12,0,1,38,2,0.228,0.289,0.29
2011,千葉ロッテマリーンズ,*,服部　泰卓,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,+,早坂　圭介,22,65,58,7,13,0,1,0,15,3,3,0,4,0,3,0,0,15,2,0.224,0.259,0.262
2011,千葉ロッテマリーンズ,*,福浦　和也,116,405,358,22,80,13,0,3,102,43,0,0,1,6,37,3,3,72,11,0.223,0.285,0.297
2011,千葉ロッテマリーンズ,*,古谷　拓哉,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,ペン,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,*,塀内　久雄,35,50,45,4,8,2,0,0,10,2,0,0,3,0,2,0,0,11,0,0.178,0.222,0.213
2011,千葉ロッテマリーンズ,,細谷　圭,22,60,58,2,7,1,1,2,16,5,0,0,1,0,1,0,0,28,2,0.121,0.276,0.136
2011,千葉ロッテマリーンズ,*,マーフィー,10,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2011,千葉ロッテマリーンズ,,的場　直樹,27,74,70,2,13,1,0,0,14,3,0,0,2,0,1,0,1,24,1,0.186,0.2,0.208
2011,千葉ロッテマリーンズ,,光原　逸裕,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,南　竜介,32,43,39,5,7,1,1,1,13,3,1,0,2,0,1,0,1,10,0,0.179,0.333,0.22
2011,千葉ロッテマリーンズ,,薮田　安彦,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,*,山本　一徳,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,,山本　徹矢,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,千葉ロッテマリーンズ,*,吉見　祐治,25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,千葉ロッテマリーンズ,,渡辺　俊介,24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2011,千葉ロッテマリーンズ,,渡辺　正人,54,120,105,10,18,3,1,1,26,10,0,0,6,0,5,0,4,30,0,0.171,0.248,0.237
2011,東北楽天ゴールデンイーグルス,,青山　浩二,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,阿部　俊人,17,24,22,1,2,0,0,0,2,0,0,0,2,0,0,0,0,8,1,0.091,0.091,0.091
2011,東北楽天ゴールデンイーグルス,*,有銘　兼久,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,井坂　亮平,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,伊志嶺　忠,33,73,67,7,17,5,0,0,22,7,1,1,2,0,4,0,0,19,0,0.254,0.328,0.296
2011,東北楽天ゴールデンイーグルス,,井野　卓,2,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.167,0.167,0.167
2011,東北楽天ゴールデンイーグルス,,岩隈　久志,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,岩村　明憲,77,197,175,9,32,6,0,0,38,9,0,0,3,1,17,0,1,41,6,0.183,0.217,0.258
2011,東北楽天ゴールデンイーグルス,+,内村　賢介,123,390,321,37,87,5,3,1,101,30,31,10,42,1,23,0,3,53,5,0.271,0.315,0.325
2011,東北楽天ゴールデンイーグルス,,大廣　翔治,18,33,29,1,5,1,0,0,6,1,1,0,3,0,0,0,1,9,0,0.172,0.207,0.2
2011,東北楽天ゴールデンイーグルス,,ガルシア,88,316,287,27,75,11,0,8,110,34,1,1,0,5,22,0,2,79,7,0.261,0.383,0.313
2011,東北楽天ゴールデンイーグルス,*,片山　博視,59,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333
2011,東北楽天ゴールデンイーグルス,*,川井　貴志,11,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,川岸　強,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,菊池　保則,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,銀次,22,59,54,4,12,0,0,0,12,6,1,0,2,0,2,0,1,7,0,0.222,0.222,0.263
2011,東北楽天ゴールデンイーグルス,*,草野　大輔,92,291,252,21,62,8,0,2,76,14,3,1,3,1,24,3,11,34,5,0.246,0.302,0.337
2011,東北楽天ゴールデンイーグルス,,小山　伸一郎,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,サンチェス,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,佐竹　健太,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,塩川　達也,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.2,0.2,0.2
2011,東北楽天ゴールデンイーグルス,*,塩見　貴洋,24,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0.25
2011,東北楽天ゴールデンイーグルス,,嶋　基宏,129,421,362,33,81,16,1,2,105,28,7,3,24,2,30,1,3,85,7,0.224,0.29,0.287
2011,東北楽天ゴールデンイーグルス,,丈武,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,スパイアー,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,高須　洋介,128,472,429,28,119,10,1,1,134,30,5,3,8,1,29,0,5,39,10,0.277,0.312,0.33
2011,東北楽天ゴールデンイーグルス,,田中　将大,27,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,土屋　朋弘,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,鉄平,91,332,294,25,67,6,2,1,80,17,5,8,9,5,17,0,7,42,1,0.228,0.272,0.282
2011,東北楽天ゴールデンイーグルス,,戸村　健次,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,永井　怜,16,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25
2011,東北楽天ゴールデンイーグルス,,中川　大志,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,中島　俊哉,43,82,72,8,14,3,0,2,23,6,1,0,7,0,2,0,1,13,0,0.194,0.319,0.227
2011,東北楽天ゴールデンイーグルス,,中谷　仁,11,23,22,1,2,0,0,1,5,2,0,0,1,0,0,0,0,9,0,0.091,0.227,0.091
2011,東北楽天ゴールデンイーグルス,*,中村　真人,91,283,247,20,67,7,2,1,81,24,0,1,9,4,19,0,4,35,7,0.271,0.328,0.328
2011,東北楽天ゴールデンイーグルス,,西田　哲朗,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,東北楽天ゴールデンイーグルス,+,西村　弥,63,26,23,15,3,0,0,0,3,1,3,1,2,0,1,0,0,4,1,0.13,0.13,0.167
2011,東北楽天ゴールデンイーグルス,*,長谷部　康平,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,ヒメネス,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,聖澤　諒,144,559,496,57,143,19,1,2,170,42,52,16,21,3,31,0,8,109,5,0.288,0.343,0.338
2011,東北楽天ゴールデンイーグルス,*,平石　洋介,35,16,15,3,2,0,0,0,2,0,1,0,0,0,1,0,0,6,0,0.133,0.133,0.188
2011,東北楽天ゴールデンイーグルス,*,藤原　紘通,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,牧田　明久,76,215,194,18,52,15,0,2,73,21,2,2,4,4,8,0,5,27,8,0.268,0.376,0.308
2011,東北楽天ゴールデンイーグルス,*,枡田　慎太郎,14,30,26,3,3,1,0,0,4,4,0,0,2,1,1,0,0,10,0,0.115,0.154,0.143
2011,東北楽天ゴールデンイーグルス,+,松井　稼頭央,139,572,538,51,140,34,2,9,205,48,15,3,4,3,26,0,1,94,8,0.26,0.381,0.294
2011,東北楽天ゴールデンイーグルス,*,松崎　伸吾,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,美馬　学,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,山崎　武司,102,402,362,26,83,15,1,11,133,48,0,1,0,8,28,0,4,89,10,0.229,0.367,0.286
2011,東北楽天ゴールデンイーグルス,,山村　宏樹,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,*,横川　史学,94,216,196,24,44,8,0,4,64,18,1,1,2,2,13,0,3,41,2,0.224,0.327,0.28
2011,東北楽天ゴールデンイーグルス,,ラズナー,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,東北楽天ゴールデンイーグルス,,ルイーズ,38,135,128,11,25,5,0,6,48,17,0,0,0,0,7,0,0,44,3,0.195,0.375,0.237
2011,北海道日本ハムファイターズ,,飯山　裕志,99,194,169,9,31,0,2,0,35,7,3,2,22,1,2,0,0,35,0,0.183,0.207,0.192
2011,北海道日本ハムファイターズ,*,石井　裕也,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,市川　卓,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333
2011,北海道日本ハムファイターズ,*,糸井　嘉男,137,578,489,72,156,30,0,11,219,54,31,6,9,2,59,2,19,91,5,0.319,0.448,0.411
2011,北海道日本ハムファイターズ,,糸数　敬作,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,稲葉　篤紀,137,518,473,49,124,22,3,12,188,54,4,2,7,3,27,2,8,71,4,0.262,0.397,0.311
2011,北海道日本ハムファイターズ,*,乾　真大,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,*,今浪　隆博,84,197,179,12,43,7,1,0,52,8,3,1,10,0,8,1,0,18,0,0.24,0.291,0.273
2011,北海道日本ハムファイターズ,*,今成　亮太,22,28,26,0,3,0,0,0,3,1,0,0,1,1,0,0,0,9,0,0.115,0.115,0.111
2011,北海道日本ハムファイターズ,,岩舘　学,6,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333
2011,北海道日本ハムファイターズ,,ウルフ,26,7,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0
2011,北海道日本ハムファイターズ,,鵜久森　淳志,42,64,61,3,15,3,0,2,24,6,0,1,0,1,2,0,0,17,1,0.246,0.393,0.266
2011,北海道日本ハムファイターズ,,運天　ジョン・クレイトン,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,榎下　陽大,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,オビスポ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,大塚　豊,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,大野　奨太,102,272,242,25,55,11,1,3,77,17,0,1,8,0,14,0,8,44,4,0.227,0.318,0.292
2011,北海道日本ハムファイターズ,*,加藤　政義,21,39,38,1,10,1,0,0,11,2,0,0,0,0,0,0,1,8,1,0.263,0.289,0.282
2011,北海道日本ハムファイターズ,,金子　誠,98,279,256,18,60,7,1,3,78,20,0,1,12,0,11,0,0,49,5,0.234,0.305,0.266
2011,北海道日本ハムファイターズ,,木田　優夫,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,ケッペル,26,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.111,0.111,0.111
2011,北海道日本ハムファイターズ,,小谷野　栄一,129,525,473,43,112,21,1,5,150,47,1,1,6,7,35,1,4,90,17,0.237,0.317,0.291
2011,北海道日本ハムファイターズ,,斎藤　佑樹,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,北海道日本ハムファイターズ,,榊原　諒,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
