年度,チーム,選手名,選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
2015,東北楽天ゴールデンイーグルス,,福山　博之,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,東北楽天ゴールデンイーグルス,,藤江　均,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,東北楽天ゴールデンイーグルス,*,藤田　一也,111,451,392,38,106,14,1,5,137,43,8,3,16,7,28,2,8,30,3,0.27,0.349,0.326
2015,東北楽天ゴールデンイーグルス,,ペーニャ,125,492,406,51,109,20,1,17,182,40,1,3,0,0,70,0,16,111,5,0.268,0.448,0.396
2015,東北楽天ゴールデンイーグルス,,牧田　明久,82,172,151,17,47,5,1,1,57,14,4,3,2,2,14,0,3,14,7,0.311,0.377,0.376
2015,東北楽天ゴールデンイーグルス,*,枡田　慎太郎,28,94,82,7,19,2,1,2,29,7,3,1,0,0,12,0,0,24,3,0.232,0.354,0.33
2015,東北楽天ゴールデンイーグルス,+,松井　稼頭央,126,501,445,52,114,17,1,10,163,48,14,2,7,3,43,3,3,82,7,0.256,0.366,0.324
2015,東北楽天ゴールデンイーグルス,*,松井　裕樹,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,東北楽天ゴールデンイーグルス,*,美馬　学,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2015,東北楽天ゴールデンイーグルス,,三好　匠,9,33,29,2,6,1,1,0,9,3,0,0,2,0,1,0,1,9,1,0.207,0.31,0.258
2015,東北楽天ゴールデンイーグルス,,ムリーロ,9,37,32,1,10,1,0,0,11,1,2,0,0,0,5,0,0,3,1,0.313,0.344,0.405
2015,東北楽天ゴールデンイーグルス,,武藤　好貴,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,東北楽天ゴールデンイーグルス,*,森　雄大,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,東北楽天ゴールデンイーグルス,*,森山　周,47,21,15,11,3,1,0,0,4,0,9,3,4,0,2,0,0,4,2,0.2,0.267,0.294
2015,東北楽天ゴールデンイーグルス,,山崎　浩司,40,80,71,4,10,1,0,0,11,2,0,0,8,0,1,0,0,12,1,0.141,0.155,0.153
2015,東北楽天ゴールデンイーグルス,,横山　貴明,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,東北楽天ゴールデンイーグルス,,レイ,22,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
2015,北海道日本ハムファイターズ,*,淺間　大基,46,140,130,16,37,6,3,0,49,10,4,2,3,2,5,0,0,29,2,0.285,0.377,0.307
2015,北海道日本ハムファイターズ,,新垣　勇人,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,有原　航平,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,北海道日本ハムファイターズ,,飯山　裕志,75,29,24,4,6,2,0,0,8,4,0,1,4,0,1,0,0,6,0,0.25,0.333,0.28
2015,北海道日本ハムファイターズ,*,石井　裕也,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,石川　慎吾,43,99,87,11,18,4,1,2,30,11,1,1,2,0,9,0,1,11,2,0.207,0.345,0.289
2015,北海道日本ハムファイターズ,,石川　亮,27,31,28,1,6,2,0,0,8,3,0,0,0,2,1,0,0,9,0,0.214,0.286,0.226
2015,北海道日本ハムファイターズ,,市川　友也,43,120,106,11,24,4,1,2,36,12,0,0,6,1,6,0,1,30,0,0.226,0.34,0.272
2015,北海道日本ハムファイターズ,*,乾　真大,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,鵜久森　淳志,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333
2015,北海道日本ハムファイターズ,,浦野　博司,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2015,北海道日本ハムファイターズ,,上沢　直之,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2015,北海道日本ハムファイターズ,*,大谷　翔平,70,119,109,15,22,4,0,5,41,17,1,0,0,2,8,1,0,43,1,0.202,0.376,0.252
2015,北海道日本ハムファイターズ,,大塚　豊,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,大野　奨太,74,180,155,10,30,8,0,0,38,10,1,0,8,0,16,0,1,29,6,0.194,0.245,0.273
2015,北海道日本ハムファイターズ,,岡　大海,101,294,259,35,61,14,0,4,87,26,18,3,10,1,17,0,7,64,8,0.236,0.336,0.299
2015,北海道日本ハムファイターズ,*,ガラテ,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,鍵谷　陽平,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,金平　将至,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,木佐貫　洋,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,北　篤,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,北海道日本ハムファイターズ,,クロッタ,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,近藤　健介,129,504,435,68,142,33,2,8,203,60,6,2,3,5,59,2,2,59,9,0.326,0.467,0.405
2015,北海道日本ハムファイターズ,,斎藤　佑樹,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,佐藤　賢治,16,29,28,3,6,1,0,0,7,5,0,0,0,0,1,0,0,14,0,0.214,0.25,0.241
2015,北海道日本ハムファイターズ,,清水　優心,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,北海道日本ハムファイターズ,+,杉谷　拳士,84,192,166,25,49,5,2,1,61,12,8,7,9,1,9,0,7,28,1,0.295,0.367,0.355
2015,北海道日本ハムファイターズ,*,須永　英輝,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,瀬川　隼郎,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,高梨　裕稔,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,高濱　祐仁,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,武田　勝,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,田中　賢介,134,596,532,62,151,20,2,4,187,66,9,3,5,1,57,0,1,58,9,0.284,0.352,0.354
2015,北海道日本ハムファイターズ,*,谷口　雄也,48,124,107,15,26,5,0,2,37,10,5,2,1,2,14,0,0,25,3,0.243,0.346,0.325
2015,北海道日本ハムファイターズ,,谷元　圭介,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,中嶋　聡,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,中島　卓也,143,617,515,69,136,8,2,0,148,39,34,7,34,0,66,0,2,93,10,0.264,0.287,0.35
2015,北海道日本ハムファイターズ,,中田　翔,143,611,539,72,142,26,0,30,258,102,1,0,0,7,64,4,1,120,11,0.263,0.479,0.339
2015,北海道日本ハムファイターズ,,中村　勝,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,西川　遥輝,125,521,442,68,122,18,9,5,173,35,30,7,15,0,60,2,4,98,1,0.276,0.391,0.368
2015,北海道日本ハムファイターズ,*,ハーミッダ,50,192,166,12,35,8,1,1,48,18,1,1,0,0,24,0,2,60,1,0.211,0.289,0.318
2015,北海道日本ハムファイターズ,*,白村　明弘,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,藤岡　好明,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,増井　浩俊,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,松本　剛,11,14,11,2,2,1,0,0,3,0,0,0,2,0,1,0,0,5,0,0.182,0.273,0.25
2015,北海道日本ハムファイターズ,*,宮西　尚生,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,メンドーサ,26,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
2015,北海道日本ハムファイターズ,,森内　壽春,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,*,屋宜　照悟,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,矢貫　俊之,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,矢野　謙次,40,84,76,5,15,4,0,1,22,5,0,0,0,0,4,0,4,10,3,0.197,0.289,0.274
2015,北海道日本ハムファイターズ,,陽　岱鋼,86,381,352,47,91,10,2,7,126,36,14,2,2,2,21,1,4,93,4,0.259,0.358,0.306
2015,北海道日本ハムファイターズ,*,吉川　光夫,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,北海道日本ハムファイターズ,,ライブリー,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
